zotero_key,date,year,title,abstract,doi,item_type,publication_status,inclusion_status,application_family,model_group,evidence_tier,evidence_role,pathway,validation_scope,reference_directness,evidence_direction
3JHD7V4R,2026-03-24,2026,Geospatial Foundation Model Embeddings Improve Land Surface Temperature Recovery in the Hawaiian Islands,"Geospatial foundation models (GeoFM) represent an emerging capability in Earth observation, yet their integration into all-weather Land Surface Temperature (LST) recovery remains largely unexplored. By fusing GOES-18 spectral observations with Google's AlphaEarth Foundations Embeddings (AEFE), this study introduced GeoFM embeddings as a novel feature in machine learning models for recovering all-weather LST at ground stations throughout the Hawaiian archipelago. This region serves as a critical testbed due to persistent orographic cloud cover, which creates substantial data gaps in traditional thermal imagery. Models were trained and validated against 5-minute averaged measurements from 53 Hawaiʻi Mesonet stations using Leave-One-Out Cross-Validation (LOOCV) to simulate unmonitored locations. The integration of GeoFM embeddings enhanced LST recovery accuracy, with the full model (spectral, auxiliary, and embedding features) achieving an all-sky RMSE of 2.87 K compared to 3.11 K without embeddings. Improvements were most pronounced under cloudy conditions, where embeddings reduced RMSE by 0.52 K for spectral-only models (p < 0.001) and by 0.32 K when added to models incorporating auxiliary features. These results demonstrate that GeoFM embeddings can provide rich, spatially coherent environmental context that complements traditional spectral features. This work further supports the hypothesis that GeoFMs can aid in gap-filling and detailed sub-hourly analysis in cloud-prone regions, with broader implications for multi-sensor environmental monitoring.",10.2139/ssrn.6462445,preprint,Preprint,Primary evidence,"Water, energy & climate states",AlphaEarth,Tier 1,Application study,Feature extraction,Geographic,Direct / in situ,Positive
XB5EMRX3,2026-06-25,2026,Foundation-Model Earth Representations Enable Regional-Scale Forest Aboveground Biomass Monitoring Across the Northeastern United States,"Forest aboveground biomass (AGB) is a critical indicator of ecosystem productivity and terrestrial carbon storage, yet regional carbon monitoring remains constrained by the sparse spatial and temporal availability of field inventories and airborne structural measurements. Recent Earth observation foundation models provide globally consistent geospatial representations derived from diverse multimodal datasets, offering a potential pathway toward scalable biomass monitoring. Here, we evaluate Google Satellite Embeddings (GSE), generated by the AplphaEarth Foundation Model, for regional-scale AGB estimation across diverse temperate forest ecosystems in the northeastern United States. We integrated annual GSE observations, airborne LiDAR, and continuous forest inventory measurements from the Northeastern Forest Inventory Network (NEFIN) within a machine-learning framework. Combined LiDAR-GSE models achieved an R^2 of 0.79 for AGB estimation. Capitalizing on annual GSE observations expanded the training dataset by more than tenfold through temporal growth adjustment, increasing predictive performance to R^2 = 0.82 while reducing model bias by over 70%. Spatial autocorrelation analyses showed that integrating foundation-model representations and structural predictors substantially reduced residual spatial dependence. Monte Carlo simulations demonstrated that hyperparameter optimization reduced model-performance variability by 27.9%. Our findings demonstrate that foundation-model Earth representations capture ecologically meaningful information relevant to forest biomass and provide a scalable framework for annual carbon monitoring in regions with incomplete airborne LiDAR coverage. Our fundings establish a pathway toward next-generation forest carbon assessment based on globally available foundation-model Earth observations.",10.48550/arXiv.2607.27217,preprint,Preprint,Primary evidence,"Vegetation, carbon & fuels",AlphaEarth,Tier 2,Application study,Mixed / benchmark,Geographic + temporal,Mixed,Positive
598QXXHQ,2026/04/20,2026,Better data or better architecture? Improving deep-learning-based prediction in ungauged basins,"<p><strong class=""journal-contentHeaderColor"">Abstract.</strong> Large-sample hydrology has recently been driven by two key developments. First, the introduction of hydrological benchmark datasets such as CAMELS-US and CARAVAN, and second, the emergence of deep‑learning modelling frameworks, particularly LSTM‑based regional models, which have demonstrated performance on par with, and in some cases exceeding, that of process-based models for streamflow prediction in gauged and ungauged settings. Building on these developments, we investigate whether (i) further enhanced LSTM architectures, (ii) new sets of static features, or (iii) a combination of both enable us to significantly improve Predictions in Ungauged Basins (PUB). In this study, we evaluate a state-of-the-art regional LSTM model (base LSTM) against embedded (EMB-LSTM) and cross‑attention enhanced (CA-LSTM) variants, in combination with a suite of newly applied static features, namely MODIS surface reflectance bands, ALPHAEARTH embeddings, DEM-, meteorology- and catchment coordinate-derived auxiliary aggregates, and conventional CAMELS attributes. We tested these model-and-data combinations in pseudo‑ungauged 5‑fold cross‑validation across the 531 CAMELS‑US catchments. Model performance was quantified by the Nash‑Sutcliffe Efficiency (NSE), while latent‑space complexity was assessed via the Shannon effective rank (erank). Results show that the quality of static features is more important than architectural improvements. ALPHAEARTH embeddings attained the highest median NSE, but only in combination with auxiliary static feature data (ALPHAEARTH<sub>plus</sub>). Architectural refinements yielded only modest improvements. Thereby the relatively simple EMB-LSTM, which allowed the LSTM layer to better ingest ALPHAEAERTH<sub>plus</sub> static features, outperformed the other architectures. With this combination, we achieved a median performance of NSE = 0.726, significantly improving the state-of-the-art PUB performance (NSE = 0.69) for the CAMELS-US dataset. Auxiliary analysis indicates that further improvement is possible when adding MODIS bands as additional dynamic features to the model. In conclusion, our study indicates that, broadly speaking, (a) better data is more important than better architecture, (b) better architecture is necessary only to accommodate better data, (c) the single layer LSTM remains the most suitable core model as of now, and (d) the Shannon effective rank complexity of the latent space is a useful diagnostic for linking improved PUB performance to improved quality of latent hydrological representation inside the model. Overall, this highlights the need for improved measurement‑derived descriptor datasets, especially for soil and geology.</p>",10.5194/egusphere-2026-1965,preprint,Preprint,Primary evidence,Hydrological modelling,AlphaEarth,Tier 2,Benchmark,Fusion / similarity,Geographic,Mixed,Positive
KIJKGTAP,2026,2026,Application of AlphaEarth GeoFoundation Model for High-Accuracy Crop Yield Estimation,,,conferencePaper,Conference,Primary evidence,Agriculture & food systems,AlphaEarth,Tier 3,Model paper with applications,Feature extraction,Temporal,Unclear,Positive
EZCMY7R7,2026-03-01,2026,Monitoring soil organic carbon from earth observation in the era of cover cropping and no-tillage,"The estimation of Soil Organic Carbon (SOC) from optical image spectroscopy typically relies on the availability of bare-soil conditions, which are increasingly rare due to the widespread adoption of conservation agriculture practices. This study evaluates alternative strategies for SOC prediction under limited bare-soil availability by comparing four methodological approaches based on Sentinel-2 imagery and related products: (i) bare-soil multispectral composites, (ii) vegetation indices, (iii) AlphaEarth Satellite Embeddings, and (iv) a hybrid geostatistical–machine learning model (KpR–Cubist). These methods were tested across three cropland regions with contrasting pedoclimatic conditions: Italy, France, and Taiwan. The evaluation relied on >1800 topsoil samples collected between 2020 and 2024. Results show that bare-soil availability varies significantly by region, with cloud cover and vegetation/farm management being the main limiting factors. Models using Satellite Embeddings consistently achieved the highest predictive accuracy (RPIQ up to 2.24) , outperforming conventional bare-soil composite and vegetation-based models. Incorporating spatial coordinates further improved model performance, revealing strong spatial autocorrelation in SOC distribution. The hybrid kriging–Cubist approach achieved comparable accuracy to the embedding-based models, confirming the value of integrating spatial dependence into data-driven frameworks. Overall, the study demonstrates that deep-learning–derived satellite embeddings models provide effective alternatives for SOC estimation in croplands where bare-soil imagery is increasingly unavailable due to sustainable soil management practices.",10.1016/j.atech.2026.101935,journalArticle,Peer reviewed,Primary evidence,"Water, energy & climate states",AlphaEarth,Tier 2,Application study,Mixed / benchmark,Geographic,Product / mapped label,Positive
453ZU23A,2026-07-01,2026,Utilizing Earth Foundation Models to Enhance the Simulation Performance of Hydrological Models with AlphaEarth Embeddings,"Predicting river flow in places without streamflow records is challenging because basins respond differently to climate, terrain, vegetation, and soils. Traditional basin attributes describe some of these differences, but they cannot fully represent the complexity of natural environments. This study examines whether AlphaEarth Foundation embeddings, which are learned from large collections of satellite images rather than designed by experts, offer a more informative way to describe basin characteristics. These embeddings summarize patterns in vegetation, land surface properties, and long-term environmental dynamics. We find that models using them achieve higher accuracy when predicting flows in basins not used for training, suggesting that they capture key physical differences more effectively than traditional attributes. We further investigate how selecting appropriate donor basins influences prediction in ungauged regions. Similarity based on the embeddings helps identify basins with comparable environmental and hydrological behavior, improving performance, whereas adding many dissimilar basins can reduce accuracy. The results show that satellite-informed environmental representations can strengthen hydrological forecasting and support the development of models that adapt more easily to different landscapes.",10.48550/arXiv.2601.01558,preprint,Preprint,Primary evidence,Hydrological modelling,AlphaEarth,Tier 2,Application study,Fusion / similarity,Geographic,Mixed,Positive
8TA7WP3A,2026-02-20,2026,Comparative Assessment of Multimodal Earth Observation Data for Soil Moisture Estimation,"Accurate soil moisture (SM) estimation is critical for precision agriculture, water resources management and climate monitoring. Yet, existing satellite SM products are too coarse (>1km) for farm-level applications. We present a high-resolution (10m) SM estimation framework for vegetated areas across Europe, combining Sentinel-1 SAR, Sentinel-2 optical imagery and ERA-5 reanalysis data through machine learning. Using 113 International Soil Moisture Network (ISMN) stations spanning diverse vegetated areas, we compare modality combinations with temporal parameterizations, using spatial cross-validation, to ensure geographic generalization. We also evaluate whether foundation model embeddings from IBM-NASA's Prithvi model improve upon traditional hand-crafted spectral features. Results demonstrate that hybrid temporal matching - Sentinel-2 current-day acquisitions with Sentinel-1 descending orbit - achieves R^2=0.514, with 10-day ERA5 lookback window improving performance to R^2=0.518. Foundation model (Prithvi) embeddings provide negligible improvement over hand-crafted features (R^2=0.515 vs. 0.514), indicating traditional feature engineering remains highly competitive for sparse-data regression tasks. Our findings suggest that domain-specific spectral indices combined with tree-based ensemble methods offer a practical and computationally efficient solution for operational pan-European field-scale soil moisture monitoring.",10.48550/arXiv.2602.18083,preprint,Preprint,Primary evidence,"Water, energy & climate states",Prithvi,Tier 2,Comparative application,Mixed / benchmark,Geographic,Mixed,Null / negative
TH6XZGZB,2023-06,2023,Multi-Modal Multi-Objective Contrastive Learning for Sentinel-1/2 Imagery,"The field of spaceborne Earth observation offers, due to constant monitoring of the Earth’s surface, a huge amount of unlabeled data. At the same time, for many applications, there still exists a shortage of high-quality labelled datasets. This is one of the major bottlenecks for progress in developing globally applicable deep learning models for analysing the dynamics of our planet from space. In recent years self-supervised representation learning revealed itself to state a very powerful way of incorporating unlabeled data into the typical supervised machine learning workflow. Still, many questions on how to adapt commonly used approaches to domain-specific properties of Earth observation data remain. In this work, we introduce and study approaches to incorporate multi-modal Earth observation data into a contrastive self-supervised learning framework by forcing inter- and intra-modality similarity in the loss function. Further, we introduce a batch-sampling strategy that leverages the geo-coding of the imagery in order to obtain harder negative pairs for the contrastive learning problem. We show through extensive experiments that various domain-specific downstream problems are benefitting from the above-mentioned contributions.",10.1109/CVPRW59228.2023.00207,conferencePaper,Conference,Primary evidence,"Vegetation, carbon & fuels",Other EOFM,Tier 2,Model paper with applications,Mixed / benchmark,Benchmark holdout,Direct / in situ,Positive
HNU8RLY2,2026,2026,Prithvi-EO-2.0: A Versatile Multitemporal Foundation Model for Earth Observation Applications,"This article presents Prithvi-EO-2.0, a new geospatial foundation model (GFM) that offers significant improvements over its predecessor, Prithvi-EO-1.0. Trained on 4.2 million global time-series samples from NASA’s Harmonized Landsat and Sentinel-2 data archive at 30-m resolution, the new model incorporates temporal and location embeddings for enhanced performance across various geospatial tasks. Through extensive benchmarking with GEO-Bench, the model outperforms the previous Prithvi-EO model by 8% across a range of tasks. It also outperforms six other GFMs when benchmarked on remote sensing tasks from different domains and resolutions (i.e., from 0.1 to 15 m). The results demonstrate the versatility of the model in both classical Earth observation (EO) and high-resolution applications. Early involvement of end-users and subject matter experts (SMEs) allowed constant feedback on model and dataset design, enabling customization across diverse SME-led applications in disaster response, land cover and crop mapping, and ecosystem dynamics monitoring. Prithvi-EO-2.0 is available as an open-source model on Hugging Face and IBM TerraTorch, with additional resources on GitHub. The project exemplifies the Trusted Open Science approach embraced by all involved organizations.",10.1109/TGRS.2025.3642610,journalArticle,Peer reviewed,Primary evidence,Multi-domain benchmarks,Prithvi,Tiers 2–3,Benchmark,Fine-tuning / PEFT,Geographic + temporal,Product / mapped label,Positive
ITX98UKX,2026-04-01,2026,Spectral indices outperform AlphaEarth foundation embeddings for aboveground biomass estimation in a regenerating tropical Andean forest,"Forests play a critical role in regulating the global carbon cycle, acting as major carbon reservoirs. As greenhouse gas emissions, particularly carbon dioxide (CO2) continue to rise, they are accelerating the pace of climate change; however, accurately quantifying aboveground biomass across large and heterogeneous forest landscapes remains challenging. Satellite remote sensing, together with emerging foundation-model representations such as AlphaEarth embeddings, provides consistent spatial and temporal observations of forest structure, offering an important opportunity for large-scale biomass estimation. The objective of this study is to systematically compare spectral predictors and AlphaEarth foundation-model embeddings for aboveground biomass estimation in regenerating tropical Andean forests using Artificial Neural Network and Random Forest models. We conduct this study in Cauca, Colombia, a region characterized by high ecological diversity, steep environmental gradients, persistent cloud cover, and limited field data availability, making it a suitable test case for evaluating model robustness under complex conditions. We compare two types of predictors: (i) traditional spectral index–based features (e.g., NDVI, EVI, SAVI), and (ii) AlphaEarth embeddings, whichintegrate multi-source Earth observation data into compact feature spaces designed to capture spectral, spatial, and temporal variability beyond manually engineered features. Results show that traditional spectral indices consistently outperform AlphaEarth embeddings across both modeling approaches. While ANN achieved the highest overall accuracy (65.8%), the use of spectral index–based predictors provided greater predictive performance than AlphaEarth embeddings in all cases. These findings suggest that, despite increasing interest in foundation-model embeddings, traditional spectral index feature engineering remains more effective for aboveground biomass estimation in young regenerating forest environments, with ANN offering a strong and accessible modeling framework. Although broader, multi-ecosystem comparisons may reveal contexts in which embeddings offer greater transferability, our results highlight the importance of benchmarking foundation-model predictors against simpler, locally calibrated alternatives at the spatial scales where many applied biomass mapping efforts are implemented.",10.1016/j.rsase.2026.102113,journalArticle,Peer reviewed,Primary evidence,"Vegetation, carbon & fuels",AlphaEarth,Tier 2,Benchmark,Feature extraction,Benchmark holdout,Mixed,Null / negative
MLABGGY2,2026-04-01,2026,Physically interpretable AlphaEarth foundation model embeddings enable LLM-based land surface intelligence,,10.1016/j.rsase.2026.102045,journalArticle,Peer reviewed,Primary evidence,Multi-domain benchmarks,AlphaEarth,Tiers 2–3,Application study,Probe / reconstruction,Within-domain / unclear,Unclear,Positive
HSNQS4X8,2026,2026,HySens: Sensor-Agnostic Foundation Models for Hyperspectral Data,"Foundation models (FMs) have been extensively explored and have demonstrated great performance in various remote sensing tasks. Among all the types of remote sensing data, there are relatively few studies on hyperspectral FMs. One big challenge is that different hyperspectral sensors have significantly different sensor characteristics in both spectral and spatial domains. Such discrepancies make it difficult to develop a universally applicable hyperspectral FM, which could be easily transferred and applied to datasets from diverse hyperspectral sensors. In this work, we develop HySens: a generic sensor-agnostic hyperspectral FM that can be applied easily and efficiently to various hyperspectral sensors. Specifically, 1) we integrate a spectral harmonizer by harmonizing various bands distribution into a unified spectral grid with high fidelity and less redundancy; 2) we design customized wavelength-based spectral embeddings such that the spectral embeddings are wavelength aware and could be easily generated based on the physical bands wavelengths; and 3) we treat the hyperspectral spectra as sequences and focus on the spectral sequential features by using a transformer backbone. The proposed FM is compared with other representative hyperspectral algorithms and recent hyperspectral FMs over both patch-based and pixel-based hyperspectral tasks. The developed model achieves superior performance with good interpretability and efficiency.",10.1109/TGRS.2026.3691782,journalArticle,Peer reviewed,Primary evidence,"Water, energy & climate states",Other EOFM,Tier 2,Application study,Fine-tuning / PEFT,Geographic,Unclear,Mixed / conditional
ZDGVLD9I,2024-02-05,2024,"Lightweight, Pre-trained Transformers for Remote Sensing Timeseries","Machine learning methods for satellite data have a range of societally relevant applications, but labels used to train models can be difficult or impossible to acquire. Self-supervision is a natural solution in settings with limited labeled data, but current self-supervised models for satellite data fail to take advantage of the characteristics of that data, including the temporal dimension (which is critical for many applications, such as monitoring crop growth) and availability of data from many complementary sensors (which can significantly improve a model's predictive performance). We present Presto (the Pretrained Remote Sensing Transformer), a model pre-trained on remote sensing pixel-timeseries data. By designing Presto specifically for remote sensing data, we can create a significantly smaller but performant model. Presto excels at a wide variety of globally distributed remote sensing tasks and performs competitively with much larger models while requiring far less compute. Presto can be used for transfer learning or as a feature extractor for simple models, enabling efficient deployment at scale.",10.48550/arXiv.2304.14065,preprint,Preprint,Primary evidence,"Vegetation, carbon & fuels",Other EOFM,Tier 2,Application study,Mixed / benchmark,Geographic,Product / mapped label,Positive
UV4WGSMF,2026-05-27,2026,FLORO: A Multimodal Geospatial Foundation Model for Ecological Remote Sensing Across Sensors and Scales,"Foundation models offer a promising route to transferable remote sensing representations, but many current approaches depend on very large pretraining datasets and fixed sensor configurations, limiting their suitability for ecological and environmental applications, where observations often vary across platforms, spatial and spectral resolutions, and available modalities. We introduce FLORO, a multimodal geospatial foundation model designed to learn transferable representations from a small but highly diverse remote sensing corpus. FLORO is pretrained using masked autoencoding on a heterogeneous combination of Sentinel-1, Sentinel-2, SkySAT imagery, elevation, and UAV-derived data. To accommodate sensor variability, FLORO incorporates availability-aware inputs that indicate which spectral bands and auxiliary modalities are present in each sample, enabling a unified input space across heterogeneous sensor configurations. We evaluated FLORO on the PANGAEA benchmark under a frozen-encoder protocol across scene classification, segmentation, and regression tasks. Despite being pretrained on a smaller corpus than competing foundation models, FLORO achieved strong and stable transfer across optical, optical-SAR, and optical-elevation benchmarks spanning medium-resolution satellite, airborne, and ultra-high-resolution UAV imagery. FLORO obtained the second-best average segmentation performance across six PANGAEA benchmarks, trailing only a recently introduced foundation model pretrained on over two orders of magnitude more images, remained competitive on scene classification, and was robust in regression tasks, while qualitative results showed improved preservation of spatial structure in flood, urban, biomass, and canopy-height prediction settings. In a separate controlled experiment on EuroSAT-MS, geo-positional encoding further improved classification relative to absolute positional encoding.",10.48550/arXiv.2605.28174,preprint,Preprint,Primary evidence,Multi-domain benchmarks,Other EOFM,Tiers 2–3,Benchmark,Fine-tuning / PEFT,Geographic,Product / mapped label,Positive
FFCTSX4E,2025-09-08,2025,AlphaEarth Foundations: An embedding field model for accurate and efficient global mapping from sparse label data,"Unprecedented volumes of Earth observation data are continually collected around the world, but high-quality labels remain scarce given the effort required to make physical measurements and observations. This has led to considerable investment in bespoke modeling efforts translating sparse labels into maps. Here we introduce AlphaEarth Foundations, an embedding field model yielding a highly general, geospatial representation that assimilates spatial, temporal, and measurement contexts across multiple sources, enabling accurate and efficient production of maps and monitoring systems from local to global scales. The embeddings generated by AlphaEarth Foundations are the only to consistently outperform a suite of other well-known/widely accepted featurization approaches tested on a diverse set of mapping evaluations without re-training. We have released a dataset of global, annual, analysis-ready embedding field layers from 2017 through 2024.",10.48550/arXiv.2507.22291,preprint,Preprint,Primary evidence,Multi-domain benchmarks,AlphaEarth,Tiers 2–3,Model paper with applications,Feature extraction,Geographic,Mixed,Positive
BEA365XE,2026-06-02,2026,Cryo-Bench: Benchmarking Foundation Models for Cryosphere Applications,"Geo-Foundation Models (GFMs) have been evaluated across diverse Earth observation task including multiple domains and have demonstrated strong potential of producing reliable maps even with sparse labels. However, benchmarking GFMs for Cryosphere applications has remained limited, primarily due to the lack of suitable evaluation datasets. To address this gap, we introduce \textbf{Cryo-Bench}, a benchmark compiled to evaluate GFM performance across key Cryospheric components. Cryo-Bench includes debris-covered glaciers, glacial lakes, sea ice, and calving fronts, spanning multiple sensors and broad geographic regions. We evaluate 14 GFMs alongside UNet and ViT baselines to assess their advantages, limitations, and optimal usage strategies. With a frozen encoder, UNet achieves the highest average mIoU of \textbf{66.38}, followed by TerraMind at \textbf{64.02} across five evluation dataset included in Cryo-Bench. In the few-shot setting (10\% input data), GFMs such as DOFA and TerraMind outperform UNet, achieving mIoU scores of \textbf{59.53}, \textbf{56.62}, and \textbf{56.60}, respectively, comapred to U-Net's 56.60. When fully finetuning GFMs, we observe inconsistent performance across datasets and models. However, tuning learning rate along with finetuning substantially improves GFM performance. For example, evaluation on two representative datasets (GLID and CaFFe) shows an average relative improvement of \textbf{12.77\%}. Despite having minimal Cryosphere representation in their pretraining data, GFMs exhibit notable domain adaptation capabilities and produce meaningful results across tasks. Based on our findings, We recommend encoder fine-tuning with hyperparameter optimization optimization to achieve the best possible performance, while using frozen encoders when users need quick results without extensive experimentation.(\href{https://github.com/Sk-2103/Cryo-Bench}{GitHub}).",10.48550/arXiv.2603.01576,preprint,Preprint,Primary evidence,"Ecosystems, land cover & cryosphere",Multi-model,Tier 3,Benchmark,Mixed / benchmark,Geographic,Product / mapped label,Mixed / conditional
RUUY2T8I,2025-04-30,2025,PANGAEA: A Global and Inclusive Benchmark for Geospatial Foundation Models,"Geospatial Foundation Models (GFMs) have emerged as powerful tools for extracting representations from Earth observation data, but their evaluation remains inconsistent and narrow. Existing works often evaluate on suboptimal downstream datasets and tasks, that are often too easy or too narrow, limiting the usefulness of the evaluations to assess the real-world applicability of GFMs. Additionally, there is a distinct lack of diversity in current evaluation protocols, which fail to account for the multiplicity of image resolutions, sensor types, and temporalities, which further complicates the assessment of GFM performance. In particular, most existing benchmarks are geographically biased towards North America and Europe, questioning the global applicability of GFMs. To overcome these challenges, we introduce PANGAEA, a standardized evaluation protocol that covers a diverse set of datasets, tasks, resolutions, sensor modalities, and temporalities. It establishes a robust and widely applicable benchmark for GFMs. We evaluate the most popular GFMs openly available on this benchmark and analyze their performance across several domains. In particular, we compare these models to supervised baselines (e.g. UNet and vanilla ViT), and assess their effectiveness when faced with limited labeled data. Our findings highlight the limitations of GFMs, under different scenarios, showing that they do not consistently outperform supervised models. PANGAEA is designed to be highly extensible, allowing for the seamless inclusion of new datasets, models, and tasks in future research. By releasing the evaluation code and benchmark, we aim to enable other researchers to replicate our experiments and build upon our work, fostering a more principled evaluation protocol for large pre-trained geospatial models. The code is available at https://github.com/VMarsocci/pangaea-bench.",10.48550/arXiv.2412.04204,preprint,Preprint,Primary evidence,Multi-domain benchmarks,Multi-model,Tiers 2–3,Benchmark,Mixed / benchmark,Geographic,Product / mapped label,Mixed / conditional
N6QIUJAF,2026-06-29,2026,Benchmarking Geospatial Foundation Models for Agriculture Applications,"Geospatial foundation models pretrained on satellite imagery promise broad generalization across remote sensing tasks and regions, but their geographic transferability has not been systematically tested, especially in agriculture applications. This paper presents a controlled benchmark that evaluates three models, Prithvi, SpectralGPT, and SatMAE, on multi-temporal crop segmentation and change detection across four U.S. states, Iowa, North Carolina, California, and Minnesota. By assigning each train, validation, and test split to a separate region, we measure how well each model transfers to land it has not seen. All three degrade sharply under regional distribution shift, predicting only the most common crops while missing rare ones. We further find that fitting these models to a shared input format affects each one differently, which complicates direct architectural comparison. These results expose key limitations of current geospatial foundation models for agriculture and point to region aware evaluation as a necessary standard.",10.48550/arXiv.2606.29664,preprint,Preprint,Primary evidence,Agriculture & food systems,Prithvi,Tier 3,Benchmark,Fine-tuning / PEFT,Geographic,Product / mapped label,Mixed / conditional
GQ9N4NXM,2025-04-11,2025,"FoMo: Multi-Modal, Multi-Scale and Multi-Task Remote Sensing Foundation Models for Forest Monitoring","Forests are vital to ecosystems, supporting biodiversity and essential services, but are rapidly changing due to land use and climate change. Understanding and mitigating negative effects requires parsing data on forests at global scale from a broad array of sensory modalities, and using them in diverse forest monitoring applications. Such diversity in data and applications can be effectively addressed through the development of a large, pre-trained foundation model that serves as a versatile base for various downstream tasks. However, remote sensing modalities, which are an excellent fit for several forest management tasks, are particularly challenging considering the variation in environmental conditions, object scales, image acquisition modes and spatio-temporal resolutions, etc. With that in mind, we present the first unified Forest Monitoring Benchmark (FoMo-Bench), carefully constructed to evaluate foundation models with such flexibility. FoMo-Bench consists of 15 diverse datasets encompassing satellite, aerial, and inventory data, covering a variety of geographical regions, and including multispectral, red-green-blue, synthetic aperture radar and LiDAR data with various temporal, spatial and spectral resolutions. FoMo-Bench includes multiple types of forest-monitoring tasks, spanning classification, segmentation, and object detection. To enhance task and geographic diversity in FoMo-Bench, we introduce TalloS, a global dataset combining satellite imagery with ground-based annotations for tree species classification across 1,000+ categories and hierarchical taxonomic levels. Finally, we propose FoMo-Net, a pre-training framework to develop foundation models with the capacity to process any combination of commonly used modalities and spectral bands in remote sensing. This work aims to inspire research collaborations between machine learning and forest biology researchers in exploring scalable multi-modal and multi-task models for forest monitoring and beyond. All code, data and appendices are published in the repository and on ArXiv.",10.1609/aaai.v39i27.35002,journalArticle,Peer reviewed,Primary evidence,"Vegetation, carbon & fuels",Other EOFM,Tier 2,Benchmark,Fine-tuning / PEFT,Geographic,Mixed,Mixed / conditional
H2AY2F4X,2026-03-01,2026,AgriFM: A multi-source temporal remote sensing foundation model for Agriculture mapping,"Climate change and population growth intensify the demand for precise agriculture mapping to enhance food security. Such mapping tasks require robust modeling of multi-scale spatiotemporal patterns from fine field textures to landscape context, and from short-term phenology to full growing-season dynamics. Existing methods often process spatial and temporal features separately, limiting their ability to capture essential agricultural dynamics. While transformer-based remote sensing foundation models (RSFMs) offer unified spatiotemporal modeling ability, most of them remain suboptimal: they either use fixed windows that ignore multi-scale crop characteristics or neglect temporal information entirely. To address these gaps, we propose AgriFM, a multi-source, multi-temporal foundation model for agriculture mapping. AgriFM introduces a synchronized spatiotemporal downsampling strategy within a Video Swin Transformer backbone, enabling efficient handling of long and variable-length satellite time series while preserving multi-scale spatial and phenological information. It is pre-trained on a globally representative dataset comprising over 25 million samples from MODIS, Landsat-8/9, and Sentinel-2 with land cover fractions as pre-training supervision. AgriFM further integrates a versatile decoder specifically designed to dynamically fuse multi-source features from different stages of backbone and accommodate varying temporal lengths, thereby supporting consistent and scalable agriculture mapping across diverse satellite sources and task requirements. It supports diverse tasks including agricultural land mapping, field boundary delineation, agricultural land use/land cover mapping, and specific crop mapping (e.g., winter wheat and paddy rice) with different data sources. Comprehensive evaluations show that AgriFM consistently outperforms existing deep learning models and general-purpose RSFMs across multiple agriculture mapping tasks. Codes and models are available at https://github.com/flyakon/AgriFM and https://glass.hku.hk",10.1016/j.rse.2026.115234,journalArticle,Peer reviewed,Primary evidence,Agriculture & food systems,Other EOFM,Tier 3,Model paper with applications,Fine-tuning / PEFT,Geographic,Mixed,Positive
8EATX3F7,2026-10-01,2026,The first map of planted mangrove forests in China derived from time-series Landsat and Google Satellite Embeddings,"Accurately discriminating between planted and natural mangrove forests is essential for the assessment of mangrove afforestation and restoration outcomes, underscoring a pressing need for developing effective classification approaches and establishing high-quality datasets for planted mangroves. However, large-scale and fine-grained mapping of planted and natural mangrove forests remains challenging due to their pronounced spectral convergence and fragmented spatial distribution. Despite the global surge in restoration initiatives, dedicated products for mangrove plantations remain unavailable. In this study, we propose a Temporal-Satellite Embedding Fusion (TSEF) framework for mapping planted and natural mangrove forests, which integrates high-dimensional latent representations from Google Satellite Embeddings with temporal features derived from long-term Landsat. Using this approach, we produced the first 10 m resolution map of China’s planted and natural mangrove forests for 2024 and reconstructed historical distributions for 2000 and 2015. Our findings reveal that: (1) The total mangrove area of China in 2024 was 31,324.41 ha, of which planted forests accounted for 42.51%, while natural forests covered 57.49%. (2) Mangrove expansion in China exhibits two distinct patterns: afforestation-dominated expansion (Guangdong, Fujian, Zhejiang) and natural-regeneration-dominated expansion (Guangxi, Hainan, Taiwan), reflecting the synergistic influence of conservation policies and natural recovery processes on mangrove spatial configuration. (3) The effectiveness of mangrove afforestation remains limited, even with the rapid expansion of mangrove areas. Only 26.11% of planted mangrove forests have recovered to the average level of primary mangrove forests, whereas 41.68% of naturally regenerating forests reached this benchmark. In conclusion, this study provides a transferable framework for fine-scale planted mangrove mapping and evaluates the performance of Satellite Embeddings, demonstrating its considerable potential for large-scale and cross-regional applications. The produced map offers a scientific basis for quantifying blue carbon sequestration, optimizing adaptive management decisions for mangroves, and advancing the United Nations’ Sustainable Development Goals.",10.1016/j.rse.2026.115541,journalArticle,Peer reviewed,Primary evidence,"Ecosystems, land cover & cryosphere",AlphaEarth,Tier 3,Benchmark,Feature extraction,Temporal,Mixed,Positive
